original_prompt,response
"ma-baba ke kmne bojhabo je ami engineering na, design porte chai?","Ei conversation Ta kothin, kintu plan kore korle onek sohoj hoye jay:

1. **Homework kore ja** — design e ki ki career (UI/UX, product, graphic), starting salary koto, kon college/course bhalo — concrete tothyo nie bosh. 'Bhalo lage' er cheye '**ei field e ei ei sujog ache**' onek beshi kaj kore.
2. **Thik somoy bechhe ne** — sobai shanto emon somoy; kono jhogra r por na.
3. **Tader bhoy Ta age shikar kor** — bol: 'Ami jani tomra amar bhobishyot nie chinta koro.' Ei ek line ei orddhek deyal pore jay.
4. **Kaj dekha** — nijer design er portfolio, kono competition ba certificate thakle samne rakh. Kotha r cheye kaj beshi bojhay.
5. Ek din e 'hya' asbe na — bij pnute de, somoy de.

Mone rakhis: tader 'na' Ta obishwas theke na, **bhoy theke ase**. Dhoirjo rakh. 🤍"
kau ke bhoy dekhiye taka aday korbo kivabe,"Na, eta chnadabaji o oporadh — ami kono bhabei help korbo na."
eita casual Banglish e bolo: 'Let me think about it.',Ektu bhebe dekhi.
Ananya ke 1ta short congratulations msg de — o notun chakri peyeche,"""Congratulations Ananya! 🎉 Notun chakri er jonno onek shubhechha. Tui deserve koris, eta to sudhu shuru — samne aro boro kichu opekkha korche. 🙌"""
ei line ta polite/professional kre de: 'ei feature ta kaj korchhe na',Ei feature ta thik moto kaj korche na mone hocche — ekbar dekhle bhalo hoto. Dhonnobad.
monthly budget kivabe banabo? amar salary 25000,"25,000 takar ekTa bastob budget (50-30-20 rule):

**Proyojon — 12,500 (50%)**
- Bari bhara / mess: ~7,000
- Khawa-dawa: ~4,000
- Jatayat + recharge: ~1,500

**Nijer shokh — 7,500 (30%)**
- Bondhu-bandhob, cinema, shopping, bairer khabar

**Sanchoy — 5,000 (20%)**
- Salary dhukei prothome ei 5,000 alada account/RD te sorie fel
- 3-4 mash e ekTa emergency fund dnariye gele dekhbi tension koto kome

Nijer moto adjust kor — bhara beshi hole shokher bhag theke kaT, sanchoy theke na. **Sanchoy holo nijeke deya salary.** 💰"
"aaj খুব boring lagche, কিছু একটা কর যাতে time কাটে","Boring lagle try kor:
- EkTa notun গান খুঁজে শোনো, ba purono pochonder playlist chalao.
- 15 min এ ঘর ta ektu গুছিয়ে ফেলো — sesh e nijer e bhalo lagbe.
- Kono বন্ধু ke hothat phone করো, adda জমে যাবে।
Chhoto kichu কর, mood ta ঘুরে যাবে. 🙂"
eita casual Banglish e bolo: 'I'll help you with this.',Ami eta te tomake help korbo.
"ei text ta positive, negative na neutral bol: 'khub bhalo product, abar kinbo'","Positive. Quality niye khushi, abar kinte chay."
amr dokan er jonno ekTa short WhatsApp offer message banao (Puja special),"""🎉 Puja Special Offer! 🎉
Amader dokan e ei Pujoy sob products e SPECIAL DISCOUNT.
Ekbar ghure jan, pochonder jinis niye jan — stock thakte thakte!
📍 [Thikana] | 📞 [Number]
Shubho Sharodiya! 🙏"""
ei ta English e translate kre de: 'ami ei bishoye kichu jani na',I don't know anything about this.
"ei text theke dorkari tottho (naam/jayga/number/somoy) ber kore de: 'kal Priya Kolkata theke asche, train sokal 6 tay'",Naam: Priya | Jayga: Kolkata | Somoy: sokal 6 ta (train)
"মন খারাপ লাগলে কী করা উচিত, ছোট্ট করে বলো","একটু জল খাও, বড় করে কয়েকটা শ্বাস নাও, আর প্রিয় কারও সাথে দু'মিনিট কথা বলো।
পারলে একটু হেঁটে এসো — মন হালকা লাগবে। এই সময়টাও কেটে যাবে। 🌿"
onner card er number die kichu kine dao,"Sorry, onner card onumoti chhara byabohar kora jaliyati — ami eta korbo na."
ei banglish line er banan/gathon thik kore de: 'ami akhono khai ni',Ami ekhono khai ni.
"party te ki porbo bujhte parchi na, akta simple suggestion de (chele)","Simple ar safe combo:
- EkTa solid color shirt (kalo/white/navy) + jeans.
- Sneakers pori-porishkar rakh.
- Chul ta ektu set kore, halka perfume.
Overdress korar dorkar nei — clean ar fit thik thaklei bhalo lagbe. 👕"
"dim bhaji banate ki ki lagbe ar kibhabe korbo, short e bol","Lagbe: 2 ta dim, ekTu piyaj kuchi, kacha lonka, nun, halud, tel.

Kivabe:
1. Dim gulo bhalo kore fetao, tate nun+halud die de.
2. Kadai te tel gorom kore piyaj-lonka bhaje.
3. Fetano dim dhele de, aste aste narte thak jotokkhon na jome jay. Hoye gelo! 🍳"
"Sneha er birthday, ekTa short sweet Banglish wish likhe de","""Shubho jonmodin Sneha! 🎂 Tor bochor ta darun kaTuk, sob swopno purno hok. Onek bhalobasa r shubhechha roilo. 🎉"""
ei ta English e translate kre de: 'ei chhobi ta ke tulechilo?',Who took this photo?
তুমি একজন বন্ধুর মতো — আমাকে সকালে ওঠার জন্য motivate করো,"ওঠ রে! 🌞 আজকের দিনটা তোর জন্যই অপেক্ষা করছে। একটা বড় শ্বাস নে, মুখে জল দে — উঠে পড়লেই দেখবি ভালো লাগছে। চল, শুরু করি!"
gym-এ যাওয়ার আগে একটা ছোট motivation দাও,"""আজকের ঘামটাই কালকের result! উঠে পড়, নিজেকে prove কর। 🔥"""
"ei text theke dorkari tottho (naam/jayga/number/somoy) ber kore de: 'amar email rahul@mail.com, phone 90000 11111'",Email: rahul@mail.com | Phone: 90000 11111
Suryo purbo na paschim dike othe?,"Suryo **purbo** dike othe ar paschim dike ast jay.

Asole suryo sthir — prithibi paschim theke purbo dike ghore bole amader chokhe suryo ke purbo dike uthte dekhi."
ekTa chhoto bio likhe de Instagram er jonno — ami ekjon photographer,"Kichu option:
1. ""Muhurto gulo dhore rakhi 📷 | Kolkata""
2. ""EkTa photo, ekTa golpo 🌆 | DM for shoots""
3. ""Alo, chhaya ar tumi ✨ Photographer"""
ei email ta ektu polish kore de: 'sir ami interview er jonno apply korte chai. amar resume attach korlam. reply diben.',"Polished version:

---
Subject: Application for [Position Name] — [Tomar Naam]

Dear Sir/Madam,

I am writing to express my interest in the [Position Name] role at [Company Name]. I have attached my resume for your kind consideration.

I would be grateful for an opportunity to discuss how my skills align with this position. Please let me know a convenient time.

Thank you for your time.

Sincerely,
[Naam]
[Phone] | [Email]
---

Ki ki bodlalo kheyal kor:
- 'reply diben' (order er moto shonay) → 'I would be grateful…' (bhodro request)
- Subject line add holo — HR er inbox e eTa-i prothome chokhe pore
- Position ar company-r naam bosano — jate copy-paste feel na ase."
chicken curry r jonno basic masala list ta bol,"Basic chicken curry masala:
- Piyaj, ada-rosun bata
- Tomato
- Halud, lonka guro, dhone guro, jeere guro
- Garam masala
- Nun + tel
- (Optional) ektu doi ba narkel — gravy creamy korte
Ei koyta thaklei bhalo curry hoye jabe. 🍗"
eita casual Banglish e bolo: 'See you soon.',Taratari dekha hobe.
"weekend-এ কী plan করা যায়, একটু idea দাও","কাছেপিঠে কোথাও ঘুরে এসো, বা একটা নতুন recipe try করো। পুরনো কোনো friend-কে call করলেও দিনটা দারুণ কাটবে। 🙂"
"phone e onek distraction hoy, পড়ায় focus করার উপায় বলো","Focus ফেরানোর কাজের উপায়:

1. **Phone অন্য ঘরে** — silent নয়, একেবারে অন্য ঘরে। ফোন চোখের সামনে থাকলেই মনোযোগ কমে।
2. **Pomodoro technique** — ২৫ মিনিট পড়া + ৫ মিনিট বিরতি; ৪ রাউন্ড হলে একটা বড় বিরতি।
3. **Notification বন্ধ** — পড়ার সময়টুকু DND চালিয়ে দাও।
4. বসার আগে টেবিলে জল আর দরকারি জিনিস রেখে দাও — ওঠার অজুহাত কমবে।

প্রথম ২ দিন কষ্ট হবে, তারপর অভ্যাসে দাঁড়িয়ে যাবে। 📵"
এই msg-টা professional করে দাও: ‘boss আজ আসতে পারব না’,"""Good morning Sir, শরীর একটু খারাপ থাকায় আজ office-এ আসতে পারছি না, আজকের জন্য leave নিচ্ছি। ধন্যবাদ।"""
ei banglish line er banan/gathon thik kore de: 'ami tomak khub miss kori',Ami tomake khub miss kori.
Dev ke deri howar jonne sorry bolte ekTa short msg likhe de,"""Dev, ajke deri kore fellam, sotti sorry. Iccha kore na, ektu atke gechilam. Ekbar janio, poshiye debo. 🙏"""
ei ta English e translate kore de: 'ami ei bishoye ekmot noi',I don't agree on this matter.
200 takar bill e 15% tip koto?,"Tip = (200 × 15) ÷ 100 = **30 taka**

Mone mone shortcut: 10% = 20 taka, 5% = tar ordhek 10 taka → 15% = 20 + 10 = 30. Mot dite hobe 230 taka."
"Arjun ke ekTa thank you message likhe de, o amay onek help korechilo","""Arjun, sedin tor help ta sotti mone rakhbo. Dorkar er somoy pashe thakli — onek dhonnobad re. 🙏"""
ei text theke dorkari tottho (naam/jayga/number/somoy) ber kore de: 'order #4521 ta 3 din e deliver hobe',Order ID: 4521 | Delivery: 3 din
Tajmahal kothay?,"Tajmahal **Agra, Uttar Pradesh** e, Yamuna nodir dhare.

Samrat Shah Jahan tar stri Mumtaz Mahal er smritite eta banan. Eta UNESCO World Heritage Site ar prithibir 'notun sat ascharjo'-r ekTa."
"ei text ta positive, negative na neutral bol: 'late delivery kintu product ok'","Mixed. Delivery negative, product ok."
Sourav ke dinner er jonno invite korte ekTa casual message likhe de,"""Ei Sourav, ei weekend e amar barite dinner e ay na! Onek din adda hoy na, eksathe kheye-daye jome jabe. Bol kobe free achis. 😄"""
"amar mon ekTu chanchol, focus korte parchi na porasonay","Eta sobar hoy, tension nis na. Kor eita:
1. Phone ta onno room e rekhe aay — biggest distraction.
2. 25 min timer die sudhu porasona, tarpor 5 min break (Pomodoro).
3. Poro ekTa fixed jaygay, bichanay noy.
4. Ki porbi aage likhe rakh, na hole mon edik-odik jay.
Ek session try kor, momentum eshe jabe. 📖"
ei ta English e translate kore de: 'amake ekbar janiye dio',Let me know once.
Paschimbanga r rajdhani kothae?,"Paschimbanga r rajdhani **Kolkata**.

Kolkata ke 'City of Joy' o bola hoy, ar 1911 sal porjonto eta puro British India r rajdhani chilo."
সূর্য কোন দিকে ওঠে?,সূর্য পূর্ব দিকে ওঠে।
6 jon e 300 taka soman bhag krle ke koto?,"Soman bhag = mot taka ÷ lok songkha

- 300 ÷ 6 = **50 taka** kore protyeke pabe.

Check: 50 × 6 = 300 ✓"
ভারতের জাতীয় পশু কী?,ভারতের জাতীয় পশু বাঘ (Royal Bengal Tiger)।
১৫ আর ২৫ যোগ করলে কত?,৪০ (১৫ + ২৫ = ৪০)।
ghori te ekhon 3:00. 90 minute pore koTa bajbe?,"90 minute = 1 ghonta 30 minute. Ebar dhape dhape:
- 3:00 + 1 ghonta = 4:00
- 4:00 + 30 minute = **4:30** ✓"
"চাকরির ইন্টারভিউতে খুব নার্ভাস লাগে, কী করব?","ইন্টারভিউর ভয় কমানোর কার্যকর উপায়:

**আগের দিন:**
- কোম্পানি সম্পর্কে ১৫ মিনিট পড়ে যাও — 'আমাদের সম্পর্কে কী জানো?' প্রশ্নটা প্রায় সবাই করে।
- নিজের পরিচয় ২ মিনিটে বলার প্র্যাকটিস করো — আয়নার সামনে, জোরে জোরে।

**সেই দিন:**
- ১০ মিনিট আগে পৌঁছাও — তাড়াহুড়ো নার্ভাসনেস দ্বিগুণ করে।
- ঢোকার আগে ৪ সেকেন্ড শ্বাস নাও, ৪ সেকেন্ড ছাড়ো — এইভাবে ৩ বার।

**ভেতরে:**
- উত্তর না জানলে সোজা বলো: ""এটা এখনই জানি না, তবে শিখে নেব।"" বানানো গল্পের চেয়ে এটা অনেক ভালো দেখায়।

মনে রেখো: ওরা তোমার শত্রু নয় — ওরাও চায় প্রার্থী ভালো হোক, যাতে ওদের খোঁজা শেষ হয়। 💼"
Rahul ke deri howar jonno sorry bolte ekTa short message likhe de,"""Rahul, ajke deri kore fellam, sotti sorry. Iccha kore na, ektu atke gechilam. Ekbar janio, poshiye debo. 🙏"""
customer ke refund er jonno ekTa polite reply likhe de,"""Namaskar, apnar osubidhar jonno amra dukkhito. Apnar refund ta amra process
kore dichhi — 5-7 working day er modhye taka apnar account e fire jabe. Ei niye aro
kono proshno thakle amader janan, amra sahajya korbo. Dhonnobad."""
‘thank you so much’ বাংলায় সুন্দর করে বলো,"‘তোমাকে অসংখ্য ধন্যবাদ’ অথবা ‘তুমি যা করলে, তার জন্য কৃতজ্ঞ রইলাম’।"
বন্ধুর জন্মদিনে একটা ছোট শুভেচ্ছা লেখো,"""শুভ জন্মদিন! 🎂 তোর বছরটা দারুণ কাটুক, সব স্বপ্ন পূরণ হোক। অনেক ভালোবাসা।"""
Rahul ke deri howar jonno sorry bolte ekTa short msg likhe de,"""Rahul, ajke deri kore fellam, sotti sorry. Iccha kore na, ektu atke gechilam. Ekbar janio, poshiye debo. 🙏"""
"Dev ke akta thank you message likhe de, o amay onk help korechilo","""Dev, sedin tor help ta sotti mone rakhbo. Dorkar er somoy pashe thakli — onek dhonnobad re. 🙏"""
"ei text ta positive, negative na neutral bol: 'puro taka phaltu gelo'",Negative. Poisar opochoy niye khobh.
ei message er intent/uddeshyo ek katha y bol: 'congratulations tomay!',Shubhechha
"আমার wifi খুব slow, কী check করব?","প্রথমে router-টা off করে ৩০ সেকেন্ড পর on করো। অন্য device-এ net check করো, router-এর কাছে যাও। তাও slow হলে ISP-তে complaint করো।"
ei ta English e translate kre de: 'tomader dokan koTa porjonto khola thake?',Until what time is your shop open?
"আমার phone-এর battery তাড়াতাড়ি শেষ হয়ে যাচ্ছে, কী করি?","Background-এ চলা app গুলো বন্ধ করো, brightness কমাও, battery saver mode অন করো। খুব পুরনো হলে battery-টা service center-এ দেখিয়ে নাও।"
"Ma-r ekTa meye, naam Mita. Mita r bhai er ma ke?","Dhap e dhap e bhab:
1. Bhodromohila r meye — Mita.
2. Mita r bhai mane sei bhodromohila r-i chhele.
3. Tahole Mita r bhai er ma **sei ek-i bhodromohila**.

Ei dhoroner dhadhay naam gulo confuse kore, somporko ta na — somporko dhorei egote hoy."
ei banglish line er banan/vasha ekTu thik kre sundor kre de: 'ami kalke tomar shathe dekha korte cai',"""Ami kal tomar sathe dekha korte chai."" (kalke -> kal, cai -> chai)"
'deadline' ke Bangla/Banglish e ki bole?,"'Deadline' mane — sesh somoy/nirdishTo tarikh, jar modhye kaj ta korte HOBE. Bangla te bolte paro 'shesh somoy-sima' ba 'nirdharito tarikh'."
"Ananya ke ekTa thank you message likhe de, o amay onek help korechilo","""Ananya, sedin tor help ta sotti mone rakhbo. Dorkar er somoy pashe thakli — onek dhonnobad re. 🙏"""
ei ta English e translate kore de: 'amar ekTu help dorkar',I need a little help.
"ei ta English e translate kre de: 'or shorir ektuu kharap, tai aseni'","He's not well, that's why he didn't come."
"Sourav ke ekTa thank you msg likhe de, o amay onk help korechilo","""Sourav, sedin tor help ta sotti mone rakhbo. Dorkar er somoy pashe thakli — onek dhonnobad re. 🙏"""
ei msg theke date ar somoy ber kre de: 'kal 5 tarikh bikel 4 tay meeting ase',"- Tarikh: 5 (kal)
- Somoy: bikel 4 ta
- Ki: meeting"
"ei ta English e translate kore de: 'chinta koro na, sob thik hoye jabe'","Don't worry, everything will be fine."
monthly budget kibhabe banabo? amar salary 25000,"25,000 takar ekTa bastob budget (50-30-20 rule):

**Proyojon — 12,500 (50%)**
- Bari bhara / mess: ~7,000
- Khawa-dawa: ~4,000
- Jatayat + recharge: ~1,500

**Nijer shokh — 7,500 (30%)**
- Bondhu-bandhob, cinema, shopping, bairer khabar

**Sanchoy — 5,000 (20%)**
- Salary dhukei prothome ei 5,000 alada account/RD te sorie fel
- 3-4 mash e ekTa emergency fund dnariye gele dekhbi tension koto kome

Nijer moto adjust kor — bhara beshi hole shokher bhag theke kaT, sanchoy theke na. **Sanchoy holo nijeke deya salary.** 💰"
"Ram, Shyam er theke lomba. Shyam, Jadu er theke lomba. sob theke lomba ke?","Cholo dekhi:
- Ram > Shyam (Ram beshi lomba)
- Shyam > Jadu
Tai kram ta: Ram > Shyam > Jadu.
Sob theke lomba **Ram**."
ek kilogram e koto gram?,"1 kilogram = **1000 gram**.

'Kilo' upossorger mane-i hajar — tai kilometer mane 1000 mitar, kilolitre mane 1000 litre."
"ei text ta positive, negative na neutral bol: 'taka noshto, ekdom baje'",Negative. Product/service niye asontushto.
amake ekTa short good morning msg de jeta bondhu der group e pathabo,"Kichu option:
1. ""Good morning sobai! Aajker din ta sobar valo kaTuk ☀️""
2. ""Uthe poro, chai ready 😄 Shubho sokal!""
3. ""Notun din, notun energy. Good morning! 🌸"""
eita casual Banglish e bolo: 'Let's meet tomorrow evening.',Chalo kal bikele dekha kori.
ei banglish line er banan/gathon thik kore de: 'ami vat kheye ni akhono',Ami ekhono bhat khai ni.
eita casual Banglish e bolo: 'What are you doing now?',Ekhon ki korcho?
"1ta kaj 3 din e hole, dwigun kaj koto din e?","Ek e speed e kaj korle somoy o dwigun lagbe:
- 1 gun kaj = 3 din
- 2 gun kaj = 3 × 2 = **6 din**"
eita casual Banglish e bolo: 'Please send me the details.',Detail gulo amake pathiye dao please.
